id,name,name_en,symbol,value,value_str,unit,uncertainty,temperature_K,material,burnup_range,category,subcategory,equation,notes,source_file,confidence
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_015,Porosity for complete interconnection,Porosity for complete interconnection,,0.35,0.35,dimensionless,,,U-(Pu)-Zr,,microstructure,general,,all configurations,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_016,气泡参数,Bubble number density,$N$,300000000000000.0,300000000000000.0,/m³,from Bauer & Holland 1995,,U-10Zr,,bubble,burnup_correlation,,1.3% burnup,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,medium
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_017,气泡参数,Bubble number density (high),$N$,450000000000000.0,450000000000000.0,/m³,,,U-10Zr,,bubble,general,,sensitivity study,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,medium
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_018,Simulation domain size,Simulation domain size,,72.0,72,μm,,,U-(Pu)-Zr,,experiment,general,,"3D, cubic",Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_019,气泡参数,Initial bubble count,,112.0,112,bubbles,,,U-(Pu)-Zr,,bubble,general,,matching experimental N,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_020,气泡参数,Initial bubble radius,,3.4,3.4,μm,,,U-(Pu)-Zr,,bubble,radius,,5% volume fraction,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_021,气泡参数,Minimum initial bubble spacing,,10.0,10,μm,,,U-(Pu)-Zr,,bubble,general,,random placement,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_022,Minimum mesh element size,Minimum mesh element size,,0.5,0.5,μm,,,U-(Pu)-Zr,,experiment,general,,adaptive mesh,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_023,肿胀参数,In-plane swelling at ~2% FIMA,,30.0,30,%,30%+,,U-(Pu)-Zr,,swelling_rate,swelling_correlation,,EBR-II,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,medium
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_024,α+δ to γ phase transition temperature,α+δ to γ phase transition temperature,,890.0,890,K,,"[890.0, 890.0]",U-(Pu)-Zr,,experiment,general,,,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,medium
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_025,气泡参数,Initial bubble volume fraction,$Vf₀$,0.05,0.05,dimensionless,5%,,U-(Pu)-Zr,,bubble,general,p = Vf/(1+Vf),,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_026,Number of random configurations,Number of random configurations,,10.0,10,configurations,,,U-(Pu)-Zr,,experiment,general,,statistical averaging,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_027,Number of compute cores,Number of compute cores,,720.0,720,cores,,,U-(Pu)-Zr,,experiment,general,,INL Lemhi cluster,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel_param_028,气泡参数,Bubble identification threshold,,0.5,0.5,dimensionless (c),,,U-(Pu)-Zr,,bubble,general,,flood fill algorithm,Aagesen et al._2022_Phase-field simulations of fission gas bubble growth and interconnection in U-(Pu)-Zr nuclear fuel.md,high
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_001,Interconnection percolation threshold (M=1),Interconnection percolation threshold (M=1),$p_c$,0.18,0.18,dimensionless,~0.18,,U-Pu-Zr,,experiment,general,Interconnectivity function (Eq. 3),"N=3×10¹⁴/m³, M=1, phase-field",Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_002,Interconnection 80% connected porosity (M=1),Interconnection 80% connected porosity (M=1),$p_0.8$,0.22,0.22,dimensionless,~0.22,,U-Pu-Zr,,microstructure,general,Interconnectivity function,"N=3×10¹⁴/m³, M=1, phase-field",Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_003,Interconnection percolation threshold (M=5),Interconnection percolation threshold (M=5),$p_c$,0.13,0.13,dimensionless,~0.13,,U-Pu-Zr,,experiment,general,Interconnectivity function (Eq. 3),"N=3×10¹⁴/m³, M=5, phase-field",Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_004,Interconnection 80% connected porosity (M=5),Interconnection 80% connected porosity (M=5),$p_0.8$,0.16,0.16,dimensionless,~0.16,,U-Pu-Zr,,microstructure,general,Interconnectivity function,"N=3×10¹⁴/m³, M=5, phase-field",Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_005,BISON interconnection initiating porosity,BISON interconnection initiating porosity,$p_i$,0.2,0.2,dimensionless,~0.20,,U-Pu-Zr,,microstructure,general,BISON interconnection model,UPuZrGaseousEigenstrain model,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_006,BISON interconnection terminating porosity,BISON interconnection terminating porosity,$p_t$,0.26,0.26,dimensionless,~0.26,,U-Pu-Zr,,microstructure,general,BISON interconnection model,UPuZrGaseousEigenstrain model,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_007,气泡参数,Bubble number density,$N$,300000000000000.0,300000000000000.0,1/m³,,,U-Pu-Zr,,bubble,general,Gaseous swelling (Eq. 1),BISON model parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_008,Cluster dynamics temperature,Cluster dynamics temperature,$T$,1000.0,1000,K,,"[1000.0, 1000.0]",U-Pu-Zr,,experiment,general,,Cluster dynamics simulation,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,high
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_009,Xe interface energy (lower bound),Xe interface energy (lower bound),$γ_Xe$,0.2,0.2,J/m²,0.20-0.30,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_010,Xe interface energy (upper bound),Xe interface energy (upper bound),$γ_Xe$,0.3,0.3,J/m²,0.20-0.30,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_011,Xe solubility (lower bound),Xe solubility (lower bound),$S_Xe$,1e-13,1e-13,dimensionless,10⁻¹³ to 10⁻¹⁰,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_012,Xe solubility (upper bound),Xe solubility (upper bound),$S_Xe$,1e-10,1e-10,dimensionless,10⁻¹³ to 10⁻¹⁰,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_013,空位参数,Vacancy migration barrier (lower bound),$E_m_vac$,0.6,0.6,eV,0.6-1.2,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_014,空位参数,Vacancy migration barrier (upper bound),$E_m_vac$,1.2,1.2,eV,0.6-1.2,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_015,空位参数,Vacancy cluster interface energy (lower bound),$γ_vac_cl$,0.1,0.1,J/m²,0.1-0.5,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_016,空位参数,Vacancy cluster interface energy (upper bound),$γ_vac_cl$,0.5,0.5,J/m²,0.1-0.5,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_017,空位参数,Vacancy formation energy (lower bound),$E_f_vac$,0.6,0.6,eV,0.6-1.4,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_018,空位参数,Vacancy formation energy (upper bound),$E_f_vac$,1.4,1.4,eV,0.6-1.4,,U-Pu-Zr,,experiment,general,,Cluster dynamics parameter,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_019,γ-α phase transition temperature,γ-α phase transition temperature,$T_trans$,873.0,873,K,,"[1146.15, 873.15]",U-Pu-Zr,,swelling_rate,swelling_correlation,,Phase boundary for swelling regime,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,medium
Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model_param_020,α-U internal strain at ~0.001% FIMA,α-U internal strain at ~0.001% FIMA,$σ_internal$,200.0,200,MPa,hundreds of MPa,,U (α phase),,swelling_rate,burnup_correlation,,Burnup ~0.001% FIMA,Aagesen_JR._Jokisaari_Ke_2020_Lower_length_scale_informed_improvements_to_Bison_U-Pu-Zr_fuel_swelling_model.md,low
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_001,裂变密度,裂变密度,$fission_density$,2.68e+21,2.68e21,fissions/cm³,,,U-10 wt% Mo,,microstructure,general,,ATR中子辐照,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_002,裂变速率,裂变速率,$fission_rate$,155000000000000.0,1.55e14,fissions/cm³·s,,,U-10 wt% Mo,,experiment,general,,ATR中子辐照,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_003,寿期末中心线温度,寿期末中心线温度,$T_EOL_centerline$,94.2,94.2,°C,,"[367.35, 367.35]",U-10 wt% Mo,,experiment,general,,寿期末,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_004,APT激光模式温度,APT激光模式温度,$T_APT_laser$,20.0,20,K,,"[20.0, 20.0]",U-10 wt% Mo,,experiment,general,,APT激光模式,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_005,APT激光能量范围,APT激光能量范围,$E_laser$,35.0,20–50,pJ,range 20–50,,U-10 wt% Mo,,experiment,general,,APT激光模式,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_006,APT激光脉冲频率,APT激光脉冲频率,$f_pulse_laser$,200.0,200,kHz,,,U-10 wt% Mo,,experiment,general,,APT激光/电压模式,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_007,APT激光模式探测率,APT激光模式探测率,$detection_rate$,0.75,0.5–1,%,range 0.5–1,,U-10 wt% Mo,,experiment,general,,APT激光模式,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_008,APT电压模式温度,APT电压模式温度,$T_APT_voltage$,45.0,45,K,,"[45.0, 45.0]",U-10 wt% Mo,,experiment,general,,APT电压模式,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_009,APT电压模式脉冲分数,APT电压模式脉冲分数,$pulse_fraction$,20.0,20,%,,,U-10 wt% Mo,,experiment,general,,APT电压模式,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_010,大气泡Xe等浓度面阈值,大气泡Xe等浓度面阈值,$Xe_iso_large_bubble$,6.7,6.7,at.%,,,U-10 wt% Mo,,bubble,general,,大气泡(>10 nm),Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_011,晶界Xe等浓度面阈值,晶界Xe等浓度面阈值,$Xe_iso_GB$,5.5,5.5,at.%,,,U-10 wt% Mo,,experiment,general,,晶界,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_012,小气泡Xe等浓度面阈值,小气泡Xe等浓度面阈值,$Xe_iso_small_bubble$,2.4,2.4,at.%,,,U-10 wt% Mo,,bubble,general,,小气泡(<10 nm),Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_013,基体U浓度,基体U浓度,$c_U_matrix$,75.0,~75,at.%,近似值,"[367.35, 367.35]",U-10 wt% Mo,,experiment,general,,辐照后基体,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_014,基体Xe偏析因子,基体Xe偏析因子,$k_Xe_matrix$,3.5,~3.5,无量纲,近似值,"[367.35, 367.35]",U-10 wt% Mo,,experiment,general,,基体中Xe分配,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_015,小气泡核心U浓度,小气泡核心U浓度,$c_U_small_bubble$,50.0,~50,at.%,近似值,"[367.35, 367.35]",U-10 wt% Mo,,bubble,general,,小气泡(<10 nm)核心,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_016,小气泡Xe偏析因子,小气泡Xe偏析因子,$k_Xe_small_bubble$,3.0,~3,无量纲,近似值,"[367.35, 367.35]",U-10 wt% Mo,,bubble,general,,小气泡(<10 nm),Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_017,大气泡Xe偏析因子,大气泡Xe偏析因子,$k_Xe_large_bubble$,10.0,~10,无量纲,近似值,"[367.35, 367.35]",U-10 wt% Mo,,bubble,general,,大气泡(>10 nm),Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_018,晶界U浓度,晶界U浓度,$c_U_GB$,55.0,~55,at.%,近似值,"[367.35, 367.35]",U-10 wt% Mo,,experiment,general,,晶界,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_019,大气泡界面Te峰值浓度,大气泡界面Te峰值浓度,$c_Te_peak$,21.0,~21,at.%,近似值,"[367.35, 367.35]",U-10 wt% Mo,,experiment,general,,距大气泡界面2–4 nm处,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_020,小/大气泡尺寸分界,小/大气泡尺寸分界,$d_bubble_threshold$,10.0,10,nm,,,U-10 wt% Mo,,bubble,general,,气泡分类阈值,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,high
Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10_param_021,Te峰值距气泡界面距离,Te峰值距气泡界面距离,$d_Te_peak_from_interface$,3.0,2–4,nm,range 2–4,"[367.35, 367.35]",U-10 wt% Mo,,experiment,general,,大气泡界面附近,Arivu 等 - 2024 - Atom probe tomography of segregation at grain boundaries and gas bubbles in neutron irradiated U-10.md,medium
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_001,空位参数,Vacancy formation energy in U-10Mo,$E_f_vac$,1.6,1.6,eV,,"[400.0, 400.0]",U-10Mo,,experiment,general,,DFT calculation,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_002,间隙原子参数,Interstitial formation energy in U-10Mo,$E_f_int$,1.1,1.1,eV,,"[400.0, 400.0]",U-10Mo,,diffusion,general,,DFT calculation,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_003,Xe substitutional formation energy in U-10Mo,Xe substitutional formation energy in U-10Mo,$E_f_Xe_sub$,6.1,6.1,eV,,"[400.0, 400.0]",U-10Mo,,experiment,general,,DFT calculation,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_004,空位参数,Divacancy formation energy in U-10Mo,$E_f_divac$,2.1,2.1,eV,,"[400.0, 400.0]",U-10Mo,,experiment,general,,DFT calculation,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_005,空位参数,Divacancy binding energy,$E_bind_divac$,-1.2,-1.2,eV,,"[400.0, 400.0]",U-10Mo,,experiment,general,,DFT calculation,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_006,Xe sub-vac pair formation energy,Xe sub-vac pair formation energy,$E_f_Xe-vac$,7.4,7.4,eV,,"[400.0, 400.0]",U-10Mo,,experiment,general,,DFT calculation,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_007,Xe sub-vac pair binding energy,Xe sub-vac pair binding energy,$E_bind_Xe-vac$,-0.4,-0.4,eV,,"[400.0, 400.0]",U-10Mo,,experiment,general,,DFT calculation,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_008,表面能参数,Void surface energy (converged),$γ_surf$,1.2,1.2,J/m²,,"[400.0, 700.0]",U-10Mo,,surface_energy,surface_energy,Void surface energy (Eq. 1),Radius > 1.5 nm,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_009,表面能参数,Modified Young-Laplace surface energy parameter,$γ$,1.2,1.2,J/m²,,"[400.0, 700.0]",U-10Mo,,surface_energy,surface_energy,Modified Young-Laplace (Eq. 7),Eq. 7 parameter,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_010,杨氏模量参数,Modified Young-Laplace coefficient A,$A_MYL$,4.94,4.94,GPa,,"[400.0, 700.0]",U-10Mo,,mechanical,youngs_modulus,Modified Young-Laplace (Eq. 7),Eq. 7 parameter,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_011,杨氏模量参数,Modified Young-Laplace coefficient B,$B_MYL$,-0.87,-0.87,1/nm,,"[400.0, 700.0]",U-10Mo,,mechanical,youngs_modulus,Modified Young-Laplace (Eq. 7),Eq. 7 parameter,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_012,杨氏模量参数,Modified Young-Laplace convergence radius,$R_conv$,6.0,6,nm,,,U-10Mo,,mechanical,youngs_modulus,Modified Young-Laplace (Eq. 7),Decays to standard Young-Laplace,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_013,杨氏模量参数,Standard Young-Laplace breakdown radius,$R_break$,10.0,10,nm,,,U-10Mo,,mechanical,youngs_modulus,Modified Young-Laplace,"Below this, standard Y-L overpredicts",Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_014,Xe/Vac transition ratio lower bound,Xe/Vac transition ratio lower bound,$Xe/Vac_low$,0.13,0.13,dimensionless,,,U-10Mo,,bubble,diameter,,3.1 nm diameter bubble,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels_param_015,Xe/Vac transition ratio upper bound,Xe/Vac transition ratio upper bound,$Xe/Vac_high$,0.2,0.2,dimensionless,,,U-10Mo,,bubble,diameter,,8.5 nm diameter bubble,Beeler et al._2020_A improved equation of state for Xe gas bubbles in γU-Mo fuels.md,high
